"","title","votes","date","word"
"384.3","Familiejurafradrag - skattefradrag for juridiske ydelser indenfor familie- og arveret",43,2019-05-28,"ydelser"
"384.4","Familiejurafradrag - skattefradrag for juridiske ydelser indenfor familie- og arveret",43,2019-05-28,"indenfor"
"384.5","Familiejurafradrag - skattefradrag for juridiske ydelser indenfor familie- og arveret",43,2019-05-28,"familie"
"384.6","Familiejurafradrag - skattefradrag for juridiske ydelser indenfor familie- og arveret",43,2019-05-28,"arveret"
"385","Valgmateriale bør IKKE være undtaget fra ""reklamer nej tak""",110,2019-05-28,"valgmateriale"
"385.1","Valgmateriale bør IKKE være undtaget fra ""reklamer nej tak""",110,2019-05-28,"bør"
"385.2","Valgmateriale bør IKKE være undtaget fra ""reklamer nej tak""",110,2019-05-28,"ikke"
"385.3","Valgmateriale bør IKKE være undtaget fra ""reklamer nej tak""",110,2019-05-28,"undtaget"
"385.4","Valgmateriale bør IKKE være undtaget fra ""reklamer nej tak""",110,2019-05-28,"reklamer"
"385.5","Valgmateriale bør IKKE være undtaget fra ""reklamer nej tak""",110,2019-05-28,"nej"
"385.6","Valgmateriale bør IKKE være undtaget fra ""reklamer nej tak""",110,2019-05-28,"tak"
"386","udfase plastik bæreposer, plastbakker og plast dunke til rengøring hen mod 2022-2023",158,2019-06-03,"udfase"
"386.1","udfase plastik bæreposer, plastbakker og plast dunke til rengøring hen mod 2022-2023",158,2019-06-03,"plastik"
"386.2","udfase plastik bæreposer, plastbakker og plast dunke til rengøring hen mod 2022-2023",158,2019-06-03,"bæreposer"
"386.3","udfase plastik bæreposer, plastbakker og plast dunke til rengøring hen mod 2022-2023",158,2019-06-03,"plastbakker"
"386.4","udfase plastik bæreposer, plastbakker og plast dunke til rengøring hen mod 2022-2023",158,2019-06-03,"plast"
"386.5","udfase plastik bæreposer, plastbakker og plast dunke til rengøring hen mod 2022-2023",158,2019-06-03,"dunke"
"386.6","udfase plastik bæreposer, plastbakker og plast dunke til rengøring hen mod 2022-2023",158,2019-06-03,"rengøring"
"386.7","udfase plastik bæreposer, plastbakker og plast dunke til rengøring hen mod 2022-2023",158,2019-06-03,"hen"
"386.8","udfase plastik bæreposer, plastbakker og plast dunke til rengøring hen mod 2022-2023",158,2019-06-03,"2022"
"386.9","udfase plastik bæreposer, plastbakker og plast dunke til rengøring hen mod 2022-2023",158,2019-06-03,"2023"
"387","Vi foreslår, at cannabis legaliseres til hjemmedyrk, som landbrugsafgrøde, som erhverv og til medicinsk brug i DK.",1912,2019-06-04,"vi"
"387.1","Vi foreslår, at cannabis legaliseres til hjemmedyrk, som landbrugsafgrøde, som erhverv og til medicinsk brug i DK.",1912,2019-06-04,"foreslår"
"387.2","Vi foreslår, at cannabis legaliseres til hjemmedyrk, som landbrugsafgrøde, som erhverv og til medicinsk brug i DK.",1912,2019-06-04,"cannabis"
"387.3","Vi foreslår, at cannabis legaliseres til hjemmedyrk, som landbrugsafgrøde, som erhverv og til medicinsk brug i DK.",1912,2019-06-04,"legaliseres"
"387.4","Vi foreslår, at cannabis legaliseres til hjemmedyrk, som landbrugsafgrøde, som erhverv og til medicinsk brug i DK.",1912,2019-06-04,"hjemmedyrk"
"387.5","Vi foreslår, at cannabis legaliseres til hjemmedyrk, som landbrugsafgrøde, som erhverv og til medicinsk brug i DK.",1912,2019-06-04,"landbrugsafgrøde"
"387.6","Vi foreslår, at cannabis legaliseres til hjemmedyrk, som landbrugsafgrøde, som erhverv og til medicinsk brug i DK.",1912,2019-06-04,"erhverv"
"387.7","Vi foreslår, at cannabis legaliseres til hjemmedyrk, som landbrugsafgrøde, som erhverv og til medicinsk brug i DK.",1912,2019-06-04,"medicinsk"
"387.8","Vi foreslår, at cannabis legaliseres til hjemmedyrk, som landbrugsafgrøde, som erhverv og til medicinsk brug i DK.",1912,2019-06-04,"brug"
"387.9","Vi foreslår, at cannabis legaliseres til hjemmedyrk, som landbrugsafgrøde, som erhverv og til medicinsk brug i DK.",1912,2019-06-04,"dk"
"388","Rygning forbudt sammen med ikkerygere/andre mennesker",89,2019-06-04,"rygning"
"388.1","Rygning forbudt sammen med ikkerygere/andre mennesker",89,2019-06-04,"forbudt"
"388.2","Rygning forbudt sammen med ikkerygere/andre mennesker",89,2019-06-04,"sammen"
"388.3","Rygning forbudt sammen med ikkerygere/andre mennesker",89,2019-06-04,"ikkerygere"
"388.4","Rygning forbudt sammen med ikkerygere/andre mennesker",89,2019-06-04,"andre"
"388.5","Rygning forbudt sammen med ikkerygere/andre mennesker",89,2019-06-04,"mennesker"
"389","RETSKRAV PÅ SAGSBEHANDLING INDEN FOR 5 ÅR",605,2019-06-06,"retskrav"
"389.1","RETSKRAV PÅ SAGSBEHANDLING INDEN FOR 5 ÅR",605,2019-06-06,"på"
"389.2","RETSKRAV PÅ SAGSBEHANDLING INDEN FOR 5 ÅR",605,2019-06-06,"sagsbehandling"
"389.3","RETSKRAV PÅ SAGSBEHANDLING INDEN FOR 5 ÅR",605,2019-06-06,"inden"
"389.4","RETSKRAV PÅ SAGSBEHANDLING INDEN FOR 5 ÅR",605,2019-06-06,"for"
"389.5","RETSKRAV PÅ SAGSBEHANDLING INDEN FOR 5 ÅR",605,2019-06-06,"5"
"389.6","RETSKRAV PÅ SAGSBEHANDLING INDEN FOR 5 ÅR",605,2019-06-06,"år"
"390","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"øjeblikkeligt"
"390.1","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"ophør"
"390.2","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"salg"
"390.3","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"roundup"
"390.4","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"andre"
"390.5","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"bekæmpelsesmidler"
"390.6","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"privat"
"390.7","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"brug"
"390.8","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"haver"
"390.9","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"offentlige"
"390.10","Øjeblikkeligt ophør med salg af Roundup og andre bekæmpelsesmidler til privat brug i haver og på offentlige fællesarealer",53613,2019-06-11,"fællesarealer"
"391","Partistøtte kan kun udbetales til valgte partier over spærregrænsen.",147,2019-06-13,"partistøtte"
"391.1","Partistøtte kan kun udbetales til valgte partier over spærregrænsen.",147,2019-06-13,"kan"
"391.2","Partistøtte kan kun udbetales til valgte partier over spærregrænsen.",147,2019-06-13,"kun"
"391.3","Partistøtte kan kun udbetales til valgte partier over spærregrænsen.",147,2019-06-13,"udbetales"
"391.4","Partistøtte kan kun udbetales til valgte partier over spærregrænsen.",147,2019-06-13,"valgte"
"391.5","Partistøtte kan kun udbetales til valgte partier over spærregrænsen.",147,2019-06-13,"partier"
"391.6","Partistøtte kan kun udbetales til valgte partier over spærregrænsen.",147,2019-06-13,"spærregrænsen"
"392","Afskaf offentligt finansieret partistøtte.
(spar over 100 mio. skattekroner om året)",244,2019-06-13,"afskaf"
"392.1","Afskaf offentligt finansieret partistøtte.
(spar over 100 mio. skattekroner om året)",244,2019-06-13,"offentligt"
"392.2","Afskaf offentligt finansieret partistøtte.
(spar over 100 mio. skattekroner om året)",244,2019-06-13,"finansieret"
"392.3","Afskaf offentligt finansieret partistøtte.
(spar over 100 mio. skattekroner om året)",244,2019-06-13,"partistøtte"
"392.4","Afskaf offentligt finansieret partistøtte.
(spar over 100 mio. skattekroner om året)",244,2019-06-13,"spar"
"392.5","Afskaf offentligt finansieret partistøtte.
(spar over 100 mio. skattekroner om året)",244,2019-06-13,"100"
"392.6","Afskaf offentligt finansieret partistøtte.
(spar over 100 mio. skattekroner om året)",244,2019-06-13,"mio"
"392.7","Afskaf offentligt finansieret partistøtte.
(spar over 100 mio. skattekroner om året)",244,2019-06-13,"skattekroner"
"392.8","Afskaf offentligt finansieret partistøtte.
(spar over 100 mio. skattekroner om året)",244,2019-06-13,"året"
"393","moderniser stemmeafgivelsen i Grønland",25,2019-06-14,"moderniser"
"393.1","moderniser stemmeafgivelsen i Grønland",25,2019-06-14,"stemmeafgivelsen"
"393.2","moderniser stemmeafgivelsen i Grønland",25,2019-06-14,"grønland"
"394","Miljøstationer i alle byer",159,2019-06-17,"miljøstationer"
"394.1","Miljøstationer i alle byer",159,2019-06-17,"byer"
"395","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"afskaf"
"395.1","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"fattigdomsreformerne"
"395.2","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"herunder"
"395.3","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"ghettoplanen"
"395.4","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"intgegrationsydelsen"
"395.5","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"kontanthjælploftet"
"395.6","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"225"
"395.7","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"timers"
"395.8","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"reglen"
"395.9","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"gensidig"
"395.10","Afskaf fattigdomsreformerne - herunder Ghettoplanen, intgegrationsydelsen, Kontanthjælploftet, 225 timers reglen, Gensidig forsørgerpligt.",566,2019-06-21,"forsørgerpligt"
"396","Organdoner fra fødslen",198,2019-06-21,"organdoner"
"396.1","Organdoner fra fødslen",198,2019-06-21,"fødslen"
"397","Ingen partistøtte fra staten til partier der ikke er repræsenteret i folketinget",131,2019-06-24,"ingen"
"397.1","Ingen partistøtte fra staten til partier der ikke er repræsenteret i folketinget",131,2019-06-24,"partistøtte"
"397.2","Ingen partistøtte fra staten til partier der ikke er repræsenteret i folketinget",131,2019-06-24,"staten"
"397.3","Ingen partistøtte fra staten til partier der ikke er repræsenteret i folketinget",131,2019-06-24,"partier"
"397.4","Ingen partistøtte fra staten til partier der ikke er repræsenteret i folketinget",131,2019-06-24,"repræsenteret"
"397.5","Ingen partistøtte fra staten til partier der ikke er repræsenteret i folketinget",131,2019-06-24,"folketinget"
"398","VALGKORT skal DIGITALISERES",158,2019-06-27,"valgkort"
"398.1","VALGKORT skal DIGITALISERES",158,2019-06-27,"digitaliseres"
"399","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"øjeblikkeligt"
"399.1","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"ophør"
"399.2","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"salg"
"399.3","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"plastposer"
"399.4","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"andre"
"399.5","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"plast"
"399.6","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"indpakning"
"399.7","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"varer"
"399.8","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"danske"
"399.9","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"butikker"
"399.10","Øjeblikkeligt ophør med salg af plastposer og andre plast indpakning af varer i danske butikker supermarkeder.",362,2019-06-27,"supermarkeder"
"400","Tobakslovgivning",59,2019-06-27,"tobakslovgivning"
"401","Forslag til lov om digitale valgkampagner",112,2019-06-27,"forslag"
"401.1","Forslag til lov om digitale valgkampagner",112,2019-06-27,"lov"
"401.2","Forslag til lov om digitale valgkampagner",112,2019-06-27,"digitale"
"401.3","Forslag til lov om digitale valgkampagner",112,2019-06-27,"valgkampagner"
"402","Mulighed for Permanent fleksjob til personer under 40år!",111,2019-06-27,"mulighed"
"402.1","Mulighed for Permanent fleksjob til personer under 40år!",111,2019-06-27,"permanent"
"402.2","Mulighed for Permanent fleksjob til personer under 40år!",111,2019-06-27,"fleksjob"
"402.3","Mulighed for Permanent fleksjob til personer under 40år!",111,2019-06-27,"personer"
"402.4","Mulighed for Permanent fleksjob til personer under 40år!",111,2019-06-27,"40år"
"403","Giv kolonihave-pensionistejere ret til helårsbeboelse",1947,2019-07-01,"giv"
"403.1","Giv kolonihave-pensionistejere ret til helårsbeboelse",1947,2019-07-01,"kolonihave"
"403.2","Giv kolonihave-pensionistejere ret til helårsbeboelse",1947,2019-07-01,"pensionistejere"
"403.3","Giv kolonihave-pensionistejere ret til helårsbeboelse",1947,2019-07-01,"ret"
"403.4","Giv kolonihave-pensionistejere ret til helårsbeboelse",1947,2019-07-01,"helårsbeboelse"
"404","Retssikkerhed til udsatte familier og børn med handicaps",665,2019-07-01,"retssikkerhed"
"404.1","Retssikkerhed til udsatte familier og børn med handicaps",665,2019-07-01,"udsatte"
"404.2","Retssikkerhed til udsatte familier og børn med handicaps",665,2019-07-01,"familier"
"404.3","Retssikkerhed til udsatte familier og børn med handicaps",665,2019-07-01,"børn"
"404.4","Retssikkerhed til udsatte familier og børn med handicaps",665,2019-07-01,"handicaps"
"405","Folkekirken er en valgmulighed for voksne",51,2019-07-01,"folkekirken"
"405.1","Folkekirken er en valgmulighed for voksne",51,2019-07-01,"valgmulighed"
"405.2","Folkekirken er en valgmulighed for voksne",51,2019-07-01,"voksne"
"406","Forslag om ændret spærregrænse og regler for partistøtte.",53,2019-07-02,"forslag"
"406.1","Forslag om ændret spærregrænse og regler for partistøtte.",53,2019-07-02,"ændret"
"406.2","Forslag om ændret spærregrænse og regler for partistøtte.",53,2019-07-02,"spærregrænse"
"406.3","Forslag om ændret spærregrænse og regler for partistøtte.",53,2019-07-02,"regler"
"406.4","Forslag om ændret spærregrænse og regler for partistøtte.",53,2019-07-02,"partistøtte"
"407","Større hensyn fra landbruget mht sprøjtning",180,2019-07-05,"større"
"407.1","Større hensyn fra landbruget mht sprøjtning",180,2019-07-05,"hensyn"
"407.2","Større hensyn fra landbruget mht sprøjtning",180,2019-07-05,"landbruget"
"407.3","Større hensyn fra landbruget mht sprøjtning",180,2019-07-05,"mht"
"407.4","Større hensyn fra landbruget mht sprøjtning",180,2019-07-05,"sprøjtning"
"408","Den nationale trivselsundersøgelse af landets skolebørn",51,2019-07-05,"den"
"408.1","Den nationale trivselsundersøgelse af landets skolebørn",51,2019-07-05,"nationale"
"408.2","Den nationale trivselsundersøgelse af landets skolebørn",51,2019-07-05,"trivselsundersøgelse"
"408.3","Den nationale trivselsundersøgelse af landets skolebørn",51,2019-07-05,"landets"
"408.4","Den nationale trivselsundersøgelse af landets skolebørn",51,2019-07-05,"skolebørn"
"409","Ændring af Straffeloven om seksuel lavalder.",39,2019-07-05,"ændring"
"409.1","Ændring af Straffeloven om seksuel lavalder.",39,2019-07-05,"straffeloven"
"409.2","Ændring af Straffeloven om seksuel lavalder.",39,2019-07-05,"seksuel"
"409.3","Ændring af Straffeloven om seksuel lavalder.",39,2019-07-05,"lavalder"
"410","Til Lejeloven §98 tilføjes at lejer ikke kan pålægges at fraflytte lejemålet før kl. 12 på opsigelsesdatoen.",34,2019-07-09,"til"
"410.1","Til Lejeloven §98 tilføjes at lejer ikke kan pålægges at fraflytte lejemålet før kl. 12 på opsigelsesdatoen.",34,2019-07-09,"lejeloven"
