"","title","votes","date","word"
"324","Fradragsberrittiget diæter under arbejde.",6,2019-03-12,"fradragsberrittiget"
"324.1","Fradragsberrittiget diæter under arbejde.",6,2019-03-12,"diæter"
"324.2","Fradragsberrittiget diæter under arbejde.",6,2019-03-12,"arbejde"
"325","Gør som Sverige:
Giv tilskud fra staten til nedbringelse af radon i boliger",47,2019-03-12,"gør"
"325.1","Gør som Sverige:
Giv tilskud fra staten til nedbringelse af radon i boliger",47,2019-03-12,"sverige"
"325.2","Gør som Sverige:
Giv tilskud fra staten til nedbringelse af radon i boliger",47,2019-03-12,"giv"
"325.3","Gør som Sverige:
Giv tilskud fra staten til nedbringelse af radon i boliger",47,2019-03-12,"tilskud"
"325.4","Gør som Sverige:
Giv tilskud fra staten til nedbringelse af radon i boliger",47,2019-03-12,"staten"
"325.5","Gør som Sverige:
Giv tilskud fra staten til nedbringelse af radon i boliger",47,2019-03-12,"nedbringelse"
"325.6","Gør som Sverige:
Giv tilskud fra staten til nedbringelse af radon i boliger",47,2019-03-12,"radon"
"325.7","Gør som Sverige:
Giv tilskud fra staten til nedbringelse af radon i boliger",47,2019-03-12,"boliger"
"326","Indfør klimaspor på de mest trafikerede motorveje",97,2019-03-12,"indfør"
"326.1","Indfør klimaspor på de mest trafikerede motorveje",97,2019-03-12,"klimaspor"
"326.2","Indfør klimaspor på de mest trafikerede motorveje",97,2019-03-12,"mest"
"326.3","Indfør klimaspor på de mest trafikerede motorveje",97,2019-03-12,"trafikerede"
"326.4","Indfør klimaspor på de mest trafikerede motorveje",97,2019-03-12,"motorveje"
"327","Ændring af hundelov",2753,2019-03-12,"ændring"
"327.1","Ændring af hundelov",2753,2019-03-12,"hundelov"
"328","Læreruddannelsen",19,2019-03-20,"læreruddannelsen"
"329","Forbyd reklamer for spil og lån på TV",6514,2019-03-20,"forbyd"
"329.1","Forbyd reklamer for spil og lån på TV",6514,2019-03-20,"reklamer"
"329.2","Forbyd reklamer for spil og lån på TV",6514,2019-03-20,"spil"
"329.3","Forbyd reklamer for spil og lån på TV",6514,2019-03-20,"lån"
"329.4","Forbyd reklamer for spil og lån på TV",6514,2019-03-20,"tv"
"330","Folkeafstemning om EU medlemsskab",722,2019-03-20,"folkeafstemning"
"330.1","Folkeafstemning om EU medlemsskab",722,2019-03-20,"eu"
"330.2","Folkeafstemning om EU medlemsskab",722,2019-03-20,"medlemsskab"
"331","gratis offentlig transport for alle",693,2019-03-20,"gratis"
"331.1","gratis offentlig transport for alle",693,2019-03-20,"offentlig"
"331.2","gratis offentlig transport for alle",693,2019-03-20,"transport"
"332","Lovpligtig alkolås i alle biler",100,2019-03-20,"lovpligtig"
"332.1","Lovpligtig alkolås i alle biler",100,2019-03-20,"alkolås"
"332.2","Lovpligtig alkolås i alle biler",100,2019-03-20,"biler"
"333","stop social dumping",59,2019-03-20,"stop"
"333.1","stop social dumping",59,2019-03-20,"social"
"333.2","stop social dumping",59,2019-03-20,"dumping"
"334","tvunget medlemsskab af grundejerforening såfremt ejendommen forefindes i område med private veje.",22,2019-03-21,"tvunget"
"334.1","tvunget medlemsskab af grundejerforening såfremt ejendommen forefindes i område med private veje.",22,2019-03-21,"medlemsskab"
"334.2","tvunget medlemsskab af grundejerforening såfremt ejendommen forefindes i område med private veje.",22,2019-03-21,"grundejerforening"
"334.3","tvunget medlemsskab af grundejerforening såfremt ejendommen forefindes i område med private veje.",22,2019-03-21,"såfremt"
"334.4","tvunget medlemsskab af grundejerforening såfremt ejendommen forefindes i område med private veje.",22,2019-03-21,"ejendommen"
"334.5","tvunget medlemsskab af grundejerforening såfremt ejendommen forefindes i område med private veje.",22,2019-03-21,"forefindes"
"334.6","tvunget medlemsskab af grundejerforening såfremt ejendommen forefindes i område med private veje.",22,2019-03-21,"område"
"334.7","tvunget medlemsskab af grundejerforening såfremt ejendommen forefindes i område med private veje.",22,2019-03-21,"private"
"334.8","tvunget medlemsskab af grundejerforening såfremt ejendommen forefindes i område med private veje.",22,2019-03-21,"veje"
"335","EAfskaf hundeloven - indfør hundekørekort",86,2019-03-21,"eafskaf"
"335.1","EAfskaf hundeloven - indfør hundekørekort",86,2019-03-21,"hundeloven"
"335.2","EAfskaf hundeloven - indfør hundekørekort",86,2019-03-21,"indfør"
"335.3","EAfskaf hundeloven - indfør hundekørekort",86,2019-03-21,"hundekørekort"
"336","Privat musikundervisning som en del af servicefradraget (BoligJobordningen)",463,2019-03-22,"privat"
"336.1","Privat musikundervisning som en del af servicefradraget (BoligJobordningen)",463,2019-03-22,"musikundervisning"
"336.2","Privat musikundervisning som en del af servicefradraget (BoligJobordningen)",463,2019-03-22,"del"
"336.3","Privat musikundervisning som en del af servicefradraget (BoligJobordningen)",463,2019-03-22,"servicefradraget"
"336.4","Privat musikundervisning som en del af servicefradraget (BoligJobordningen)",463,2019-03-22,"boligjobordningen"
"337","Drop Billundbanen",455,2019-03-25,"drop"
"337.1","Drop Billundbanen",455,2019-03-25,"billundbanen"
"338","Forbyd spillereklamer på TV kanaler",550,2019-03-27,"forbyd"
"338.1","Forbyd spillereklamer på TV kanaler",550,2019-03-27,"spillereklamer"
"338.2","Forbyd spillereklamer på TV kanaler",550,2019-03-27,"tv"
"338.3","Forbyd spillereklamer på TV kanaler",550,2019-03-27,"kanaler"
"339","IMOD 5G som net i vores samfund",1493,2019-03-27,"imod"
"339.1","IMOD 5G som net i vores samfund",1493,2019-03-27,"5g"
"339.2","IMOD 5G som net i vores samfund",1493,2019-03-27,"net"
"339.3","IMOD 5G som net i vores samfund",1493,2019-03-27,"vores"
"339.4","IMOD 5G som net i vores samfund",1493,2019-03-27,"samfund"
"340","Bevar blasfemiparagraffen",8713,2019-03-29,"bevar"
"340.1","Bevar blasfemiparagraffen",8713,2019-03-29,"blasfemiparagraffen"
"341","Valg af Danmarks EU Kommissær.",86,2019-03-29,"valg"
"341.1","Valg af Danmarks EU Kommissær.",86,2019-03-29,"danmarks"
"341.2","Valg af Danmarks EU Kommissær.",86,2019-03-29,"eu"
"341.3","Valg af Danmarks EU Kommissær.",86,2019-03-29,"kommissær"
"342","Betalt Tandpleje som del af sundhedspolitikken",252,2019-04-02,"betalt"
"342.1","Betalt Tandpleje som del af sundhedspolitikken",252,2019-04-02,"tandpleje"
"342.2","Betalt Tandpleje som del af sundhedspolitikken",252,2019-04-02,"del"
"342.3","Betalt Tandpleje som del af sundhedspolitikken",252,2019-04-02,"sundhedspolitikken"
"343","Borgerforslaget DROP 5G",1551,2019-04-03,"borgerforslaget"
"343.1","Borgerforslaget DROP 5G",1551,2019-04-03,"drop"
"343.2","Borgerforslaget DROP 5G",1551,2019-04-03,"5g"
"344","Danske statsborgere skal have lov til nemmere familiesammenføring",469,2019-04-03,"danske"
"344.1","Danske statsborgere skal have lov til nemmere familiesammenføring",469,2019-04-03,"statsborgere"
"344.2","Danske statsborgere skal have lov til nemmere familiesammenføring",469,2019-04-03,"lov"
"344.3","Danske statsborgere skal have lov til nemmere familiesammenføring",469,2019-04-03,"nemmere"
"344.4","Danske statsborgere skal have lov til nemmere familiesammenføring",469,2019-04-03,"familiesammenføring"
"345","Ændring af mediaftale for FM4 - et forslag til redning af Radio 24syv.",222,2019-04-03,"ændring"
"345.1","Ændring af mediaftale for FM4 - et forslag til redning af Radio 24syv.",222,2019-04-03,"mediaftale"
"345.2","Ændring af mediaftale for FM4 - et forslag til redning af Radio 24syv.",222,2019-04-03,"fm4"
"345.3","Ændring af mediaftale for FM4 - et forslag til redning af Radio 24syv.",222,2019-04-03,"forslag"
"345.4","Ændring af mediaftale for FM4 - et forslag til redning af Radio 24syv.",222,2019-04-03,"redning"
"345.5","Ændring af mediaftale for FM4 - et forslag til redning af Radio 24syv.",222,2019-04-03,"radio"
"345.6","Ændring af mediaftale for FM4 - et forslag til redning af Radio 24syv.",222,2019-04-03,"24syv"
"346","Tandlæge skal betales over skatten!",3100,2019-04-03,"tandlæge"
"346.1","Tandlæge skal betales over skatten!",3100,2019-04-03,"betales"
"346.2","Tandlæge skal betales over skatten!",3100,2019-04-03,"skatten"
"347","Bevar FM4 (idag Radio24syv) som den er i dag.",30543,2019-04-03,"bevar"
"347.1","Bevar FM4 (idag Radio24syv) som den er i dag.",30543,2019-04-03,"fm4"
"347.2","Bevar FM4 (idag Radio24syv) som den er i dag.",30543,2019-04-03,"idag"
"347.3","Bevar FM4 (idag Radio24syv) som den er i dag.",30543,2019-04-03,"radio24syv"
"347.4","Bevar FM4 (idag Radio24syv) som den er i dag.",30543,2019-04-03,"dag"
"348","Forbyd salg af nye knallerter på fossilt brændstof inden 2023",167,2019-04-04,"forbyd"
"348.1","Forbyd salg af nye knallerter på fossilt brændstof inden 2023",167,2019-04-04,"salg"
"348.2","Forbyd salg af nye knallerter på fossilt brændstof inden 2023",167,2019-04-04,"nye"
"348.3","Forbyd salg af nye knallerter på fossilt brændstof inden 2023",167,2019-04-04,"knallerter"
"348.4","Forbyd salg af nye knallerter på fossilt brændstof inden 2023",167,2019-04-04,"fossilt"
"348.5","Forbyd salg af nye knallerter på fossilt brændstof inden 2023",167,2019-04-04,"brændstof"
"348.6","Forbyd salg af nye knallerter på fossilt brændstof inden 2023",167,2019-04-04,"inden"
"348.7","Forbyd salg af nye knallerter på fossilt brændstof inden 2023",167,2019-04-04,"2023"
"349","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"industriernes"
"349.1","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"skader"
"349.2","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"miljøbelastning"
"349.3","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"balanceres"
"349.4","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"afgifter"
"349.5","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"skadevolderne"
"349.6","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"gøres"
"349.7","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"fuldt"
"349.8","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"ansvarlige"
"349.9","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"betale"
"349.10","Industriernes skader og miljøbelastning skal balanceres med afgifter. Skadevolderne skal gøres fuldt ansvarlige og betale for genopretning!",125,2019-04-05,"genopretning"
"350","Klimaplan 2020-2035",127,2019-04-08,"klimaplan"
"350.1","Klimaplan 2020-2035",127,2019-04-08,"2020"
"350.2","Klimaplan 2020-2035",127,2019-04-08,"2035"
"351","Gratis psykologhjælp til alle",351,2019-04-09,"gratis"
"351.1","Gratis psykologhjælp til alle",351,2019-04-09,"psykologhjælp"
"352","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"indfør"
"352.1","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"test"
"352.2","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"kronisk"
"352.3","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"tungmetalforgiftning"
"352.4","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"danske"
"352.5","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"sundhedsvæsen"
"352.6","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"hvorfor"
"352.7","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"fordi"
"352.8","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"tungmetaller"
"352.9","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"gør"
"352.10","Indfør test for kronisk tungmetalforgiftning i det danske sundhedsvæsen. Hvorfor? Fordi tungmetaller gør os syge!",1586,2019-04-10,"syge"
"353","Send pandaerne tilbage til Kina",101,2019-04-12,"send"
"353.1","Send pandaerne tilbage til Kina",101,2019-04-12,"pandaerne"
"353.2","Send pandaerne tilbage til Kina",101,2019-04-12,"tilbage"
"353.3","Send pandaerne tilbage til Kina",101,2019-04-12,"kina"
"354","Overhaling forbudt for lastbiler",164,2019-04-15,"overhaling"
"354.1","Overhaling forbudt for lastbiler",164,2019-04-15,"forbudt"
"354.2","Overhaling forbudt for lastbiler",164,2019-04-15,"lastbiler"
"355","FORENEDE OMSTILLINGSZONER DANMARK.
Det 21. århundredes bud på en ny dansk andelsbevægelse.",13,2019-04-23,"forenede"
"355.1","FORENEDE OMSTILLINGSZONER DANMARK.
Det 21. århundredes bud på en ny dansk andelsbevægelse.",13,2019-04-23,"omstillingszoner"
"355.2","FORENEDE OMSTILLINGSZONER DANMARK.
Det 21. århundredes bud på en ny dansk andelsbevægelse.",13,2019-04-23,"danmark"
"355.3","FORENEDE OMSTILLINGSZONER DANMARK.
Det 21. århundredes bud på en ny dansk andelsbevægelse.",13,2019-04-23,"det"
"355.4","FORENEDE OMSTILLINGSZONER DANMARK.
Det 21. århundredes bud på en ny dansk andelsbevægelse.",13,2019-04-23,"21"
"355.5","FORENEDE OMSTILLINGSZONER DANMARK.
Det 21. århundredes bud på en ny dansk andelsbevægelse.",13,2019-04-23,"århundredes"
"355.6","FORENEDE OMSTILLINGSZONER DANMARK.
Det 21. århundredes bud på en ny dansk andelsbevægelse.",13,2019-04-23,"bud"
"355.7","FORENEDE OMSTILLINGSZONER DANMARK.
Det 21. århundredes bud på en ny dansk andelsbevægelse.",13,2019-04-23,"ny"
"355.8","FORENEDE OMSTILLINGSZONER DANMARK.
Det 21. århundredes bud på en ny dansk andelsbevægelse.",13,2019-04-23,"dansk"
"355.9","FORENEDE OMSTILLINGSZONER DANMARK.
Det 21. århundredes bud på en ny dansk andelsbevægelse.",13,2019-04-23,"andelsbevægelse"
"356","Navneændring: fra Knipsereje til PLASMAREJE",23,2019-04-23,"navneændring"
"356.1","Navneændring: fra Knipsereje til PLASMAREJE",23,2019-04-23,"knipsereje"
"356.2","Navneændring: fra Knipsereje til PLASMAREJE",23,2019-04-23,"plasmareje"
"357","Stop snyd med partistøttereglerne: 
Totalforbud mod anonyme bidrag.",146,2019-04-23,"stop"
"357.1","Stop snyd med partistøttereglerne: 
Totalforbud mod anonyme bidrag.",146,2019-04-23,"snyd"
"357.2","Stop snyd med partistøttereglerne: 
Totalforbud mod anonyme bidrag.",146,2019-04-23,"partistøttereglerne"
"357.3","Stop snyd med partistøttereglerne: 
Totalforbud mod anonyme bidrag.",146,2019-04-23,"totalforbud"
"357.4","Stop snyd med partistøttereglerne: 
Totalforbud mod anonyme bidrag.",146,2019-04-23,"anonyme"
"357.5","Stop snyd med partistøttereglerne: 
Totalforbud mod anonyme bidrag.",146,2019-04-23,"bidrag"
"358","ÆNDRING AF BO- OG GAVEAFGIFT: Søskende og nevøer/niecer skal betragtes som ”nærtbeslægtede”.",244,2019-04-23,"ændring"
"358.1","ÆNDRING AF BO- OG GAVEAFGIFT: Søskende og nevøer/niecer skal betragtes som ”nærtbeslægtede”.",244,2019-04-23,"af"
"358.2","ÆNDRING AF BO- OG GAVEAFGIFT: Søskende og nevøer/niecer skal betragtes som ”nærtbeslægtede”.",244,2019-04-23,"bo"
"358.3","ÆNDRING AF BO- OG GAVEAFGIFT: Søskende og nevøer/niecer skal betragtes som ”nærtbeslægtede”.",244,2019-04-23,"og"
"358.4","ÆNDRING AF BO- OG GAVEAFGIFT: Søskende og nevøer/niecer skal betragtes som ”nærtbeslægtede”.",244,2019-04-23,"gaveafgift"
"358.5","ÆNDRING AF BO- OG GAVEAFGIFT: Søskende og nevøer/niecer skal betragtes som ”nærtbeslægtede”.",244,2019-04-23,"søskende"
"358.6","ÆNDRING AF BO- OG GAVEAFGIFT: Søskende og nevøer/niecer skal betragtes som ”nærtbeslægtede”.",244,2019-04-23,"nevøer"
"358.7","ÆNDRING AF BO- OG GAVEAFGIFT: Søskende og nevøer/niecer skal betragtes som ”nærtbeslægtede”.",244,2019-04-23,"niecer"
"358.8","ÆNDRING AF BO- OG GAVEAFGIFT: Søskende og nevøer/niecer skal betragtes som ”nærtbeslægtede”.",244,2019-04-23,"betragtes"
"358.9","ÆNDRING AF BO- OG GAVEAFGIFT: Søskende og nevøer/niecer skal betragtes som ”nærtbeslægtede”.",244,2019-04-23,"nærtbeslægtede"
"359","Forslag til folketingsbeslutning om indførelse af differentieret (lavere) Moms for økologisk mærkede fødevarer.",156,2019-04-23,"forslag"
"359.1","Forslag til folketingsbeslutning om indførelse af differentieret (lavere) Moms for økologisk mærkede fødevarer.",156,2019-04-23,"folketingsbeslutning"
"359.2","Forslag til folketingsbeslutning om indførelse af differentieret (lavere) Moms for økologisk mærkede fødevarer.",156,2019-04-23,"indførelse"
"359.3","Forslag til folketingsbeslutning om indførelse af differentieret (lavere) Moms for økologisk mærkede fødevarer.",156,2019-04-23,"differentieret"
"359.4","Forslag til folketingsbeslutning om indførelse af differentieret (lavere) Moms for økologisk mærkede fødevarer.",156,2019-04-23,"lavere"
"359.5","Forslag til folketingsbeslutning om indførelse af differentieret (lavere) Moms for økologisk mærkede fødevarer.",156,2019-04-23,"moms"
"359.6","Forslag til folketingsbeslutning om indførelse af differentieret (lavere) Moms for økologisk mærkede fødevarer.",156,2019-04-23,"økologisk"
"359.7","Forslag til folketingsbeslutning om indførelse af differentieret (lavere) Moms for økologisk mærkede fødevarer.",156,2019-04-23,"mærkede"
"359.8","Forslag til folketingsbeslutning om indførelse af differentieret (lavere) Moms for økologisk mærkede fødevarer.",156,2019-04-23,"fødevarer"
"360","at smide affald straffes",98,2019-04-26,"smide"
"360.1","at smide affald straffes",98,2019-04-26,"affald"
"360.2","at smide affald straffes",98,2019-04-26,"straffes"
"361","Håndhævelse af bødestraf for affaldshenkastning",101,2019-04-29,"håndhævelse"
"361.1","Håndhævelse af bødestraf for affaldshenkastning",101,2019-04-29,"bødestraf"
"361.2","Håndhævelse af bødestraf for affaldshenkastning",101,2019-04-29,"affaldshenkastning"
"362","Lovliggør at køre med blinkende bremselys på offentlige veje",52,2019-05-02,"lovliggør"
"362.1","Lovliggør at køre med blinkende bremselys på offentlige veje",52,2019-05-02,"køre"
"362.2","Lovliggør at køre med blinkende bremselys på offentlige veje",52,2019-05-02,"blinkende"
"362.3","Lovliggør at køre med blinkende bremselys på offentlige veje",52,2019-05-02,"bremselys"
"362.4","Lovliggør at køre med blinkende bremselys på offentlige veje",52,2019-05-02,"offentlige"
"362.5","Lovliggør at køre med blinkende bremselys på offentlige veje",52,2019-05-02,"veje"
"363","Indfør undervisning i privatøkonomi på alle folkeskoler og privatskoler",3749,2019-05-02,"indfør"
"363.1","Indfør undervisning i privatøkonomi på alle folkeskoler og privatskoler",3749,2019-05-02,"undervisning"
"363.2","Indfør undervisning i privatøkonomi på alle folkeskoler og privatskoler",3749,2019-05-02,"privatøkonomi"
"363.3","Indfør undervisning i privatøkonomi på alle folkeskoler og privatskoler",3749,2019-05-02,"folkeskoler"
"363.4","Indfør undervisning i privatøkonomi på alle folkeskoler og privatskoler",3749,2019-05-02,"privatskoler"
"364","Maks grænse 30 % i Årlig Omkostning i Procent (ÅOP) på alle låneformer i Danmark",149,2019-05-02,"maks"
"364.1","Maks grænse 30 % i Årlig Omkostning i Procent (ÅOP) på alle låneformer i Danmark",149,2019-05-02,"grænse"
"364.2","Maks grænse 30 % i Årlig Omkostning i Procent (ÅOP) på alle låneformer i Danmark",149,2019-05-02,"30"
"364.3","Maks grænse 30 % i Årlig Omkostning i Procent (ÅOP) på alle låneformer i Danmark",149,2019-05-02,"årlig"
"364.4","Maks grænse 30 % i Årlig Omkostning i Procent (ÅOP) på alle låneformer i Danmark",149,2019-05-02,"omkostning"
"364.5","Maks grænse 30 % i Årlig Omkostning i Procent (ÅOP) på alle låneformer i Danmark",149,2019-05-02,"procent"
"364.6","Maks grænse 30 % i Årlig Omkostning i Procent (ÅOP) på alle låneformer i Danmark",149,2019-05-02,"åop"
"364.7","Maks grænse 30 % i Årlig Omkostning i Procent (ÅOP) på alle låneformer i Danmark",149,2019-05-02,"låneformer"
"364.8","Maks grænse 30 % i Årlig Omkostning i Procent (ÅOP) på alle låneformer i Danmark",149,2019-05-02,"danmark"
"365","Stop omgåelse af regler ved indsamling af vælgererklæringer",268,2019-05-03,"stop"
"365.1","Stop omgåelse af regler ved indsamling af vælgererklæringer",268,2019-05-03,"omgåelse"
"365.2","Stop omgåelse af regler ved indsamling af vælgererklæringer",268,2019-05-03,"regler"
"365.3","Stop omgåelse af regler ved indsamling af vælgererklæringer",268,2019-05-03,"ved"
"365.4","Stop omgåelse af regler ved indsamling af vælgererklæringer",268,2019-05-03,"indsamling"
"365.5","Stop omgåelse af regler ved indsamling af vælgererklæringer",268,2019-05-03,"vælgererklæringer"
"366","Stem til fx folketingsvalg digitalt med Nem-ID.",450,2019-05-10,"stem"
"366.1","Stem til fx folketingsvalg digitalt med Nem-ID.",450,2019-05-10,"fx"
"366.2","Stem til fx folketingsvalg digitalt med Nem-ID.",450,2019-05-10,"folketingsvalg"
"366.3","Stem til fx folketingsvalg digitalt med Nem-ID.",450,2019-05-10,"digitalt"
"366.4","Stem til fx folketingsvalg digitalt med Nem-ID.",450,2019-05-10,"nem"
"366.5","Stem til fx folketingsvalg digitalt med Nem-ID.",450,2019-05-10,"id"
"367","Trosfrihedslov",427,2019-05-13,"trosfrihedslov"
"368","Forbyd valgplakater.",476,2019-05-14,"forbyd"
"368.1","Forbyd valgplakater.",476,2019-05-14,"valgplakater"
"369","Reel Åbenhed om Privat Partistøtte",627,2019-05-14,"reel"
"369.1","Reel Åbenhed om Privat Partistøtte",627,2019-05-14,"åbenhed"
"369.2","Reel Åbenhed om Privat Partistøtte",627,2019-05-14,"privat"
"369.3","Reel Åbenhed om Privat Partistøtte",627,2019-05-14,"partistøtte"
"370","valgplakater",44,2019-05-14,"valgplakater"
"371","Forslag til ensretning af plast emballage.",114,2019-05-15,"forslag"
"371.1","Forslag til ensretning af plast emballage.",114,2019-05-15,"ensretning"
"371.2","Forslag til ensretning af plast emballage.",114,2019-05-15,"plast"
"371.3","Forslag til ensretning af plast emballage.",114,2019-05-15,"emballage"
"372","Forbyd partipolitiske valgplakater",581,2019-05-15,"forbyd"
"372.1","Forbyd partipolitiske valgplakater",581,2019-05-15,"partipolitiske"
"372.2","Forbyd partipolitiske valgplakater",581,2019-05-15,"valgplakater"
"373","Forbud mod valgplakater",163,2019-05-16,"forbud"
"373.1","Forbud mod valgplakater",163,2019-05-16,"valgplakater"
"374","Mere bæredygtig valgkamp",61,2019-05-16,"mere"
"374.1","Mere bæredygtig valgkamp",61,2019-05-16,"bæredygtig"
"374.2","Mere bæredygtig valgkamp",61,2019-05-16,"valgkamp"
"375","Forbud mod valgplakater og valgbander i offentlige rum",124,2019-05-16,"forbud"
"375.1","Forbud mod valgplakater og valgbander i offentlige rum",124,2019-05-16,"valgplakater"
"375.2","Forbud mod valgplakater og valgbander i offentlige rum",124,2019-05-16,"valgbander"
"375.3","Forbud mod valgplakater og valgbander i offentlige rum",124,2019-05-16,"offentlige"
"375.4","Forbud mod valgplakater og valgbander i offentlige rum",124,2019-05-16,"rum"
"376","Forslag om tilbageførsel af midler til uddannelse",2795,2019-05-21,"forslag"
"376.1","Forslag om tilbageførsel af midler til uddannelse",2795,2019-05-21,"tilbageførsel"
"376.2","Forslag om tilbageførsel af midler til uddannelse",2795,2019-05-21,"midler"
"376.3","Forslag om tilbageførsel af midler til uddannelse",2795,2019-05-21,"uddannelse"
"377","Forslag imod forhånelse af religion og trossamfund",3688,2019-05-21,"forslag"
"377.1","Forslag imod forhånelse af religion og trossamfund",3688,2019-05-21,"imod"
"377.2","Forslag imod forhånelse af religion og trossamfund",3688,2019-05-21,"forhånelse"
"377.3","Forslag imod forhånelse af religion og trossamfund",3688,2019-05-21,"religion"
"377.4","Forslag imod forhånelse af religion og trossamfund",3688,2019-05-21,"trossamfund"
"378","Valgplakater i trafikken",58,2019-05-21,"valgplakater"
"378.1","Valgplakater i trafikken",58,2019-05-21,"trafikken"
"379","Eneforsørgertillæg bør ikke bortfalde ved ægteskab med udlænding uden indkomst",40,2019-05-21,"eneforsørgertillæg"
"379.1","Eneforsørgertillæg bør ikke bortfalde ved ægteskab med udlænding uden indkomst",40,2019-05-21,"bør"
"379.2","Eneforsørgertillæg bør ikke bortfalde ved ægteskab med udlænding uden indkomst",40,2019-05-21,"bortfalde"
"379.3","Eneforsørgertillæg bør ikke bortfalde ved ægteskab med udlænding uden indkomst",40,2019-05-21,"ved"
"379.4","Eneforsørgertillæg bør ikke bortfalde ved ægteskab med udlænding uden indkomst",40,2019-05-21,"ægteskab"
"379.5","Eneforsørgertillæg bør ikke bortfalde ved ægteskab med udlænding uden indkomst",40,2019-05-21,"udlænding"
"379.6","Eneforsørgertillæg bør ikke bortfalde ved ægteskab med udlænding uden indkomst",40,2019-05-21,"uden"
"379.7","Eneforsørgertillæg bør ikke bortfalde ved ægteskab med udlænding uden indkomst",40,2019-05-21,"indkomst"
"380","Uddannelses opholdstilladelse til udlændinge under uddannelse",43,2019-05-23,"uddannelses"
"380.1","Uddannelses opholdstilladelse til udlændinge under uddannelse",43,2019-05-23,"opholdstilladelse"
"380.2","Uddannelses opholdstilladelse til udlændinge under uddannelse",43,2019-05-23,"udlændinge"
"380.3","Uddannelses opholdstilladelse til udlændinge under uddannelse",43,2019-05-23,"uddannelse"
"381","Bevar drikkevandet",203,2019-05-27,"bevar"
"381.1","Bevar drikkevandet",203,2019-05-27,"drikkevandet"
"382","Forbud mod Valgplakater i det offentlige rum",180,2019-05-27,"forbud"
"382.1","Forbud mod Valgplakater i det offentlige rum",180,2019-05-27,"valgplakater"
"382.2","Forbud mod Valgplakater i det offentlige rum",180,2019-05-27,"offentlige"
"382.3","Forbud mod Valgplakater i det offentlige rum",180,2019-05-27,"rum"
"383","Udviet håndværker fradrag.",14,2019-05-27,"udviet"
"383.1","Udviet håndværker fradrag.",14,2019-05-27,"håndværker"
"383.2","Udviet håndværker fradrag.",14,2019-05-27,"fradrag"
"384","Familiejurafradrag - skattefradrag for juridiske ydelser indenfor familie- og arveret",43,2019-05-28,"familiejurafradrag"
"384.1","Familiejurafradrag - skattefradrag for juridiske ydelser indenfor familie- og arveret",43,2019-05-28,"skattefradrag"
"384.2","Familiejurafradrag - skattefradrag for juridiske ydelser indenfor familie- og arveret",43,2019-05-28,"juridiske"
